com_id,com_nam,lin_ima,com_ele_sta,com_ele_dis,rep_typ,rec_dat,cov_sta_dat,cov_end_dat,qua_con,sem_ann_con
"C00338954","CROWLEY FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_29934241819+0","NY","07","JULY QUARTERLY / SEMI-ANNUAL","2009-07-13","2009-04-01","2009-06-30","$19,750.00","$19,750.00"
"C00432732","DAN 10","http://docquery.fec.gov/cgi-bin/fecimg/?_10020541926+0","HI","00","JULY QUARTERLY / SEMI-ANNUAL","2010-07-13","2010-04-01","2010-06-30","$18,350.00","$18,350.00"
"C00432732","DAN 10","http://docquery.fec.gov/cgi-bin/fecimg/?_10020061886+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-25","2009-10-01","2009-12-31","$42,000.00","$67,900.00"
"C00432732","DAN 10","http://docquery.fec.gov/cgi-bin/fecimg/?_29020430001+0","","","OCTOBER QUARTERLY","2009-10-13","2009-07-01","2009-09-30","$23,900.00",
"C00432732","DAN 10","http://docquery.fec.gov/cgi-bin/fecimg/?_29020430006+0","","","OCTOBER QUARTERLY","2009-10-13","2009-07-01","2009-09-30","$23,900.00",
"C00347476","DAVE CAMP FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931856765+0","MI","04","JULY QUARTERLY / SEMI-ANNUAL","2011-07-15","2011-04-01","2011-06-30","$32,865.00","$32,865.00"
"C00329292","DAVE WU FOR US CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_29934280256+0","OR","01","JULY QUARTERLY / SEMI-ANNUAL","2009-07-15","2009-04-01","2009-06-30","$8,500.00","$18,500.00"
"C00369801","DAVID SCOTT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_13964063923+0","","","JULY QUARTERLY / SEMI-ANNUAL","2013-07-15","2013-04-01","2013-06-30","$22,250.00","$22,250.00"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201601219004560596+0","","","MONTHLY SEMI-ANNUAL (YE)","2016-01-21","2015-12-01","2015-12-31",,"$29,700.00"
"C00000935","DCCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201511209003426350+0","","","NOVEMBER MONTHLY","2015-11-20","2015-10-01","2015-10-31","$29,700.00",
"C00498907","DEB FISCHER FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_13020132585+0","","","QUARTERLY YEAR END / SEMI-ANN","2013-02-27","2012-11-27","2012-12-31","$10.00","$63,873.00"
"C00498907","DEB FISCHER FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12021263389+0","","","POST-GENERAL","2012-12-06","2012-10-18","2012-11-26","$7,239.00",
"C00498907","DEB FISCHER FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020983775+0","","","PRE-GENERAL","2012-10-22","2012-10-01","2012-10-17","$16,865.00",
"C00498907","DEB FISCHER FOR US SENATE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020891833+0","","","OCTOBER QUARTERLY","2012-10-15","2012-07-01","2012-09-30","$39,759.00",
"C00384636","DEMINT FOR SENATE COMMITTEE INC","http://docquery.fec.gov/cgi-bin/fecimg/?_10020033790+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-29","2009-10-01","2009-12-31","$36,100.00","$36,100.00"
"C00382036","DEMOCRACY BELIEVERS POLITICAL ACTION COMMITTEE (DB PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_10990144505+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-26","2009-07-01","2009-12-31",,
"C00382036","DEMOCRACY BELIEVERS POLITICAL ACTION COMMITTEE (DB PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?_29992509085+0","","","JULY QUARTERLY / SEMI-ANNUAL","2009-07-27","2009-01-01","2009-06-30",,
"C00562868","DEMOCRATIC / LEGISLATURE SSROOT","http://docquery.fec.gov/cgi-bin/fecimg/?_14031233428+0","","","JULY QUARTERLY","2014-05-07","2013-11-04","2014-12-31","$50.00","$50.00"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_201507109000078511+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2015-07-10","2015-01-01","2015-06-30","$30,500.00","$30,500.00"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13941190810+0","DC","","MONTHLY SEMI-ANNUAL (MY)","2013-07-19","2013-06-01","2013-06-30",,"$34,500.00"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13940492801+0","","","MARCH MONTHLY","2013-03-20","2013-02-01","2013-02-28","$18,500.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12971817374+0","","","JULY MONTHLY / SEMI-ANNUAL","2012-07-20","2012-06-01","2012-06-30",,"$353,000.00"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12971117504+0","","","APRIL MONTHLY","2012-04-17","2012-03-01","2012-03-31","$73,000.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970751195+0","","","MARCH MONTHLY","2012-03-19","2012-02-01","2012-02-29","$127,250.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970432491+0","","","FEBRUARY MONTHLY","2012-02-17","2012-01-01","2012-01-31","$76,500.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932046191+0","DC","","QUARTERLY MID-YEAR / SEMI-ANN","2011-07-21","2011-06-01","2011-06-30",,"$264,119.00"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931513259+0","","","MAY MONTHLY","2011-05-20","2011-04-01","2011-04-30","$38,869.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931234745+0","","","APRIL MONTHLY","2011-04-20","2011-03-01","2011-03-31","$108,500.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11990170247+0","","","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-11-23","2010-12-31",,"$1,480,836.00"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10931843252+0","","","POST-GENERAL","2010-11-30","2010-10-14","2010-11-22","$112,086.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10931742779+0","","","PRE-GENERAL","2010-10-21","2010-10-01","2010-10-13","$64,500.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10931546760+0","","","OCTOBER MONTHLY","2010-10-18","2010-09-01","2010-09-30","$455,150.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10991215796+0","","","SEPTEMBER MONTHLY","2010-09-20","2010-08-01","2010-08-31","$527,400.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10931155230+0","","","AUGUST MONTHLY","2010-08-20","2010-07-01","2010-07-31","$316,300.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990999738+0","DC","","JULY MONTHLY / SEMI-ANNUAL","2010-07-20","2010-06-01","2010-06-30","$83,300.00","$1,501,250.00"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990770121+0","","","JUNE MONTHLY","2010-06-16","2010-05-01","2010-05-31","$126,000.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10930772536+0","","","MAY MONTHLY","2010-05-20","2010-04-01","2010-04-30","$153,300.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990608564+0","","","APRIL MONTHLY","2010-04-20","2010-03-01","2010-03-31","$523,200.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990398647+0","DC","","MARCH MONTHLY","2010-03-19","2010-02-01","2010-02-28","$192,500.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10990325150+0","DC","","FEBRUARY MONTHLY","2010-02-19","2010-01-01","2010-01-31","$264,700.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10930181722+0","DC","","MONTHLY SEMI-ANNUAL (YE)","2010-01-28","2009-12-01","2009-12-31",,"$898,150.00"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29935582224+0","","","DECEMBER MONTHLY","2009-12-18","2009-11-01","2009-11-30","$36,000.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29935372268+0","DC","","OCTOBER MONTHLY","2009-10-20","2009-09-01","2009-09-30","$774,650.00",
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29992496591+0","DC","","JULY MONTHLY / SEMI-ANNUAL","2009-07-20","2009-06-01","2009-06-30","$40,850.00","$325,550.00"
"C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29934030207+0","","","JUNE MONTHLY","2009-06-19","2009-05-01","2009-05-31","$30,000.00",
"C00439034","DEMOCRATIC COURAGE","http://docquery.fec.gov/cgi-bin/fecimg/?_10991378172+0","","","OCTOBER QUARTERLY","2010-10-15","2010-07-01","2010-09-30",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_15020045086+0","","","QUARTERLY YEAR END / SEMI-ANN","2015-01-30","2014-11-25","2014-12-31",,"$1,195,358.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14021253315+0","","","POST-GENERAL","2014-12-04","2014-10-16","2014-11-24","$98,300.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14021150001+0","","","PRE-GENERAL","2014-10-23","2014-10-01","2014-10-15",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020702856+0","","","SEPTEMBER MONTHLY","2014-09-19","2014-08-01","2014-08-31","$122,800.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020670036+0","","","AUGUST MONTHLY","2014-08-20","2014-07-01","2014-07-31","$688,291.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020570942+0","","","JULY MONTHLY / SEMI-ANNUAL","2014-07-18","2014-06-01","2014-06-30","$69,850.00","$1,780,383.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020562973+0","","","JUNE MONTHLY","2014-07-17","2014-05-01","2014-05-31","$48,900.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020562967+0","","","MARCH MONTHLY","2014-07-17","2014-02-01","2014-02-28","$491,999.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020423483+0","","","JUNE MONTHLY","2014-06-20","2014-05-01","2014-05-31",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020372449+0","","","MAY MONTHLY","2014-05-20","2014-04-01","2014-04-30",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020260001+0","","","APRIL MONTHLY","2014-04-18","2014-03-01","2014-03-31","$245,000.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020170812+0","","","MARCH MONTHLY","2014-03-20","2014-02-01","2014-02-28","$426,150.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020153268+0","","","FEBRUARY MONTHLY","2014-02-20","2014-01-01","2014-01-31","$547,650.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_14020040001+0","","","MONTHLY YEAR END / SEMI-ANNUAL","2014-01-31","2013-12-01","2013-12-31","$37,900.00","$129,725.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020570001+0","","","DECEMBER MONTHLY","2013-12-20","2013-11-01","2013-11-30",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020541637+0","","","NOVEMBER MONTHLY","2013-11-20","2013-10-01","2013-10-31","$40,325.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020481810+0","","","OCTOBER MONTHLY","2013-10-18","2013-09-01","2013-09-30","$23,500.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020410277+0","","","SEPTEMBER MONTHLY","2013-09-20","2013-08-01","2013-08-31",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020383802+0","","","AUGUST MONTHLY","2013-08-20","2013-07-01","2013-07-31",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020350719+0","","","JULY MONTHLY / SEMI-ANNUAL","2013-07-19","2013-06-01","2013-06-30",,"$1,224,230.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020262830+0","","","JUNE MONTHLY","2013-06-20","2013-05-01","2013-05-31","$37,400.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020250010+0","","","MAY MONTHLY","2013-05-20","2013-04-01","2013-04-30",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020222155+0","","","APRIL MONTHLY","2013-04-19","2013-03-01","2013-03-31","$132,600.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020143561+0","","","MARCH MONTHLY","2013-03-20","2013-02-01","2013-02-28","$289,550.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020112532+0","","","FEBRUARY MONTHLY","2013-02-20","2013-01-01","2013-01-31","$459,850.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_13020071153+0","","","QUARTERLY YEAR END / SEMI-ANN","2013-01-31","2012-11-27","2012-12-31",,"$238,730.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021151193+0","","","POST-GENERAL","2012-12-06","2012-10-18","2012-11-26","$80,330.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12021053678+0","","","PRE-GENERAL","2012-10-25","2012-10-01","2012-10-17",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020932055+0","","","OCTOBER MONTHLY","2012-10-19","2012-09-01","2012-09-30",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020672234+0","","","SEPTEMBER MONTHLY","2012-09-20","2012-08-01","2012-08-31",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020630397+0","","","AUGUST MONTHLY","2012-08-20","2012-07-01","2012-07-31","$33,600.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020590006+0","","","JULY MONTHLY","2012-07-20","2012-06-01","2012-06-30","$213,463.00","$1,535,918.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020590001+0","","","FEBRUARY MONTHLY","2012-07-20","2012-01-01","2012-01-31","$559,750.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020402431+0","","","JUNE MONTHLY","2012-06-20","2012-05-01","2012-05-31","$30,800.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020370001+0","","","MAY MONTHLY","2012-05-18","2012-04-01","2012-04-30",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020340010+0","","","APRIL MONTHLY","2012-04-20","2012-03-01","2012-03-31","$109,363.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020190942+0","","","MARCH MONTHLY","2012-03-20","2012-02-01","2012-02-29","$326,350.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020172732+0","","","FEBRUARY MONTHLY","2012-02-17","2012-01-01","2012-01-31","$537,250.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020092343+0","","","MONTHLY YEAR END / SEMI-ANNUAL","2012-01-31","2011-12-01","2011-12-31",,"$105,900.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020481102+0","","","DECEMBER MONTHLY","2011-12-20","2011-11-01","2011-11-30",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020470001+0","","","NOVEMBER MONTHLY","2011-11-18","2011-10-01","2011-10-31",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020451012+0","DC","","OCTOBER MONTHLY","2011-10-20","2011-09-01","2011-09-30","$29,500.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020350962+0","","","SEPTEMBER MONTHLY","2011-09-20","2011-08-01","2011-08-31",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020330001+0","","","AUGUST MONTHLY","2011-08-19","2011-07-01","2011-07-31",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020311543+0","","","JULY MONTHLY / SEMI-ANNUAL","2011-07-20","2011-06-01","2011-06-30","$96,350.00","$915,000.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020223750+0","","","JUNE MONTHLY","2011-06-20","2011-05-01","2011-05-31","$20,350.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020212751+0","","","MAY MONTHLY","2011-05-20","2011-04-01","2011-04-30",,
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020200615+0","DC","","APRIL MONTHLY","2011-04-20","2011-03-01","2011-03-31","$65,000.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020094362+0","DC","","FEBRUARY MONTHLY","2011-03-18","2011-02-01","2011-02-28","$318,250.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020070753+0","DC","","FEBRUARY MONTHLY","2011-02-18","2011-01-01","2011-01-31","$287,000.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020033624+0","DC","","QUARTERLY YEAR END / SEMI-ANN","2011-01-31","2010-11-23","2010-12-31",,"$69,000.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020620001+0","DC","","AUGUST MONTHLY","2010-08-20","2010-07-01","2010-07-31","$31,000.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020551867+0","","","JULY MONTHLY / SEMI-ANNUAL","2010-07-20","2010-06-01","2010-06-30","$19,775.00","$213,775.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020180826+0","","","MARCH MONTHLY","2010-03-19","2010-02-01","2010-02-28","$50,000.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020170699+0","","","FEBRUARY MONTHLY","2010-02-19","2010-01-01","2010-01-31","$114,000.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_10020050429+0","","","QUARTERLY YEAR END / SEMI-ANN","2010-01-29","2009-10-01","2009-12-31",,"$301,750.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020444413+0","","","MAY MONTHLY","2009-12-04","2009-04-01","2009-04-30","$134,300.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020444417+0","","","JULY MONTHLY / SEMI-ANNUAL","2009-12-04","2009-06-01","2009-06-30","$198,950.00","$787,700.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020444424+0","","","OCTOBER MONTHLY","2009-12-04","2009-09-01","2009-09-30","$226,550.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020444409+0","","","JUNE MONTHLY","2009-12-04","2009-05-01","2009-05-31","$66,500.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020422431+0","","","OCTOBER MONTHLY","2009-10-20","2009-09-01","2009-09-30","$152,300.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020282680+0","","","MAY MONTHLY","2009-07-20","2009-04-01","2009-04-30","$149,300.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020282673+0","","","JULY MONTHLY / SEMI-ANNUAL","2009-07-20","2009-06-01","2009-06-30","$198,950.00","$731,800.00"
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020212759+0","","","JUNE MONTHLY","2009-06-19","2009-05-01","2009-05-31","$68,500.00",
"C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_29020203563+0","","","MAY MONTHLY","2009-05-20","2009-04-01","2009-04-30","$209,700.00",
"C00499350","DEWHURST FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_12020174135+0","TX","","QUARTERLY YEAR END / SEMI-ANN","2012-02-22","2011-10-01","2011-12-31",,"$100,100.00"
"C00499350","DEWHURST FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_11020453567+0","TX","","OCTOBER QUARTERLY","2011-10-17","2011-07-01","2011-09-30","$100,100.00",
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201601290200006409+0","","","YEAR-END","2016-01-29","2015-07-01","2015-12-31","$905,432.00","$905,432.00"
"C00042366","DSCC","http://docquery.fec.gov/cgi-bin/fecimg/?_201508030200230711+0","","","QUARTERLY MID-YEAR / SEMI-ANN","2015-07-31","2015-01-01","2015-06-30","$2,099,885.00","$2,099,885.00"
"C00498634","DUCKWORTH FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_14940212269+0","IL","08","QUARTERLY SEMI-ANNUAL (YE)","2014-01-31","2013-10-01","2013-12-31",,"$17,850.00"
"C00266619","EARL POMEROY FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10930945844+0","ND","00","JULY QUARTERLY / SEMI-ANNUAL","2010-07-14","2010-01-01","2010-06-30","$147,775.00","$147,775.00"
"C00266619","EARL POMEROY FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_10990352284+0","ND","00","QUARTERLY YEAR END / SEMI-ANN","2010-03-05","2009-07-01","2009-12-31","$17,500.00","$17,500.00"
"C00266619","EARL POMEROY FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_29992935841+0","ND","00","OCTOBER QUARTERLY","2009-10-15","2009-07-01","2009-09-30","$17,500.00",
"C00500843","ELIZABETH FOR MA INC","http://docquery.fec.gov/cgi-bin/fecimg/?_13020084708+0","MA","00","QUARTERLY YEAR END / SEMI-ANN","2013-01-31","2012-11-27","2012-12-31",,"$107,672.00"
